url_length,num_special_chars,has_ip_address,https_token
30.12330734863162,1.0,0.0,1.0
22.010866736688122,3.0,0.0,1.0
13.891418146882302,1.0,0.0,1.0
24.75614946707536,1.0,0.0,1.0
30.704523195596767,1.0,0.0,1.0
69.76661270155697,5.0,1.0,1.0
31.637105882192287,2.0,0.0,1.0
23.973017889011064,0.0,0.0,0.0
36.838815552877556,6.0,1.0,1.0
21.039538266597514,0.0,0.0,1.0
23.445770549374497,0.0,0.0,1.0
62.69411187891454,1.0,1.0,0.0
19.085901516640494,1.0,0.0,1.0
17.92223978316644,0.0,0.0,1.0
35.07120668604949,1.0,0.0,1.0
24.982996396204367,0.0,0.0,1.0
24.493320893400917,1.0,0.0,1.0
30.910680852687932,3.0,0.0,1.0
33.198140264473736,4.0,1.0,1.0
49.24774686604502,3.0,1.0,0.0
42.92848196191737,3.0,1.0,1.0
84.13932982072504,4.0,1.0,0.0
25.192023717429294,1.0,0.0,1.0
31.82014828117633,2.0,0.0,1.0
18.642377937370465,0.0,1.0,1.0
19.01893463472004,1.0,0.0,1.0
23.299890537205272,1.0,0.0,1.0
77.90149428650406,4.0,1.0,0.0
33.99374159742552,1.0,0.0,1.0
21.50136631054005,1.0,0.0,1.0
23.444105021597927,0.0,0.0,1.0
22.515936226097036,0.0,0.0,1.0
49.90716134929608,6.0,0.0,0.0
27.667091496855154,1.0,0.0,0.0
16.60863107478545,0.0,0.0,1.0
71.63993261609183,7.0,0.0,0.0
30.607073200974604,2.0,0.0,0.0
19.8963949106328,1.0,0.0,1.0
25.721096948623256,0.0,0.0,1.0
28.528428891800804,0.0,0.0,1.0
62.88465380190348,5.0,1.0,1.0
98.29109823059767,2.0,1.0,0.0
23.916917103040213,0.0,0.0,0.0
49.717508513347354,3.0,0.0,0.0
38.10047321568304,6.0,0.0,0.0
77.62705056190147,2.0,0.0,0.0
33.4220068068537,1.0,0.0,1.0
27.175891167200707,0.0,0.0,1.0
26.01196284021875,1.0,0.0,1.0
32.95856498944775,1.0,0.0,0.0
26.712494677442464,6.0,0.0,1.0
88.85618933399915,10.0,0.0,0.0
26.288315985941395,1.0,0.0,1.0
25.981116899472212,0.0,0.0,0.0
34.91300252728764,2.0,0.0,1.0
84.19619118892412,2.0,1.0,1.0
30.72655849413907,0.0,0.0,1.0
30.765615619418675,1.0,0.0,1.0
37.94735025408759,2.0,0.0,1.0
21.66078353177938,2.0,0.0,1.0
24.408057199693342,1.0,0.0,1.0
69.58795817865581,3.0,0.0,0.0
18.72861730449955,3.0,0.0,1.0
50.69416046173595,6.0,0.0,1.0
17.803937536933145,0.0,0.0,1.0
35.35844454210313,0.0,0.0,1.0
44.152891261931956,1.0,0.0,0.0
22.35485806000207,2.0,0.0,1.0
26.25003958495647,1.0,0.0,1.0
30.667350480705856,2.0,0.0,1.0
22.81732797527588,1.0,0.0,1.0
25.067590855373634,2.0,0.0,1.0
29.098658844144257,0.0,0.0,1.0
22.937787531383425,2.0,0.0,1.0
31.97780023580973,4.0,0.0,1.0
22.643248200989625,0.0,0.0,1.0
21.03622846549679,0.0,0.0,1.0
49.32378661508015,3.0,1.0,1.0
52.178416806619815,3.0,0.0,0.0
28.90618522423679,1.0,0.0,1.0
28.892350470303377,2.0,0.0,0.0
24.360966333155723,0.0,0.0,1.0
29.493671581299548,4.0,1.0,1.0
13.923518215539897,1.0,0.0,0.0
25.064787562602344,3.0,0.0,1.0
25.97808447912205,0.0,0.0,0.0
28.599094510836977,0.0,0.0,1.0
14.696202563031704,0.0,0.0,1.0
23.817861413936054,1.0,0.0,1.0
17.451765241667715,0.0,0.0,1.0
70.62772234370556,7.0,1.0,0.0
58.099663335175144,5.0,0.0,0.0
24.60149797154645,2.0,0.0,1.0
30.9625596089587,1.0,0.0,1.0
57.80025377749115,6.0,1.0,0.0
20.614580394285902,2.0,0.0,1.0
32.227892350590196,1.0,0.0,1.0
24.654667563099878,1.0,0.0,1.0
82.6295526269357,2.0,1.0,1.0
19.17342727922113,0.0,0.0,1.0
43.974687706937836,6.0,1.0,0.0
69.36936142994227,3.0,1.0,0.0
34.60405986113434,0.0,0.0,1.0
20.648144292530418,5.0,0.0,0.0
24.00114880811851,0.0,0.0,0.0
48.47615739384068,4.0,0.0,0.0
27.515248601857436,0.0,0.0,1.0
74.48369207443953,3.0,1.0,0.0
23.562686232668135,0.0,0.0,1.0
24.59913547810953,1.0,0.0,1.0
22.747247909377126,3.0,0.0,1.0
26.222509801943847,1.0,0.0,0.0
31.10771631715467,2.0,0.0,1.0
105.72666119874526,3.0,1.0,1.0
75.8671089740724,2.0,1.0,1.0
22.633517326093543,1.0,0.0,0.0
27.955231517532734,0.0,0.0,1.0
19.629950921605086,1.0,0.0,1.0
23.68744471718673,1.0,0.0,1.0
29.14905978609326,0.0,0.0,1.0
33.66491000090514,1.0,0.0,1.0
72.30417792409168,7.0,0.0,1.0
32.22117636094903,4.0,1.0,0.0
21.278684592788846,1.0,0.0,1.0
24.046742924943548,0.0,0.0,1.0
20.53166056002381,1.0,0.0,1.0
40.403388160802045,1.0,1.0,0.0
