url_length,num_special_chars,has_ip_address,https_token,is_suspicious_tld,has_suspicious_keyword
77.71881201565034,2.0,1.0,0.0,1.0,1.0
24.963990578825992,0.0,0.0,1.0,0.0,0.0
25.042621416350627,0.0,0.0,1.0,0.0,0.0
20.43870791340658,1.0,0.0,1.0,0.0,0.0
24.0491472884136,3.0,1.0,1.0,0.0,0.0
26.216396282476254,1.0,0.0,1.0,0.0,0.0
36.49239827541709,2.0,1.0,1.0,1.0,0.0
17.847952932678037,1.0,0.0,1.0,1.0,0.0
25.411931701866564,3.0,0.0,1.0,0.0,0.0
61.077228382650205,2.0,0.0,0.0,1.0,1.0
57.41161923999856,4.0,1.0,0.0,0.0,1.0
19.623679492695693,2.0,0.0,1.0,1.0,0.0
20.561764187029972,0.0,0.0,1.0,0.0,0.0
79.00709834215377,5.0,0.0,1.0,1.0,1.0
33.99437597484256,0.0,0.0,1.0,0.0,0.0
27.308550703806283,1.0,0.0,1.0,0.0,0.0
73.14954856106985,3.0,1.0,0.0,0.0,1.0
74.79435921062043,3.0,1.0,1.0,0.0,1.0
32.44297210269505,0.0,0.0,1.0,0.0,0.0
25.46094744064541,0.0,0.0,1.0,0.0,0.0
58.14390130015693,5.0,1.0,1.0,0.0,0.0
25.45971441722858,0.0,0.0,1.0,0.0,0.0
25.67820469034418,1.0,0.0,1.0,0.0,0.0
26.606839410940413,3.0,0.0,1.0,0.0,0.0
20.27185836530304,0.0,0.0,1.0,0.0,0.0
16.336562917259013,3.0,0.0,0.0,0.0,0.0
18.06946361489524,1.0,0.0,1.0,0.0,0.0
15.49122989717418,2.0,0.0,0.0,0.0,0.0
30.908014441245506,7.0,1.0,1.0,1.0,1.0
23.188154827182107,2.0,0.0,1.0,0.0,1.0
30.16722069388566,1.0,0.0,1.0,0.0,0.0
25.996332041321807,2.0,0.0,1.0,0.0,1.0
34.73437810785663,2.0,1.0,0.0,0.0,1.0
31.741657402671763,1.0,0.0,1.0,0.0,0.0
25.770224988521267,1.0,0.0,1.0,0.0,0.0
20.704637073347044,2.0,0.0,1.0,0.0,0.0
20.80933611457951,2.0,0.0,1.0,0.0,0.0
35.55335114078293,2.0,0.0,1.0,0.0,0.0
22.633106270831256,0.0,0.0,1.0,0.0,0.0
81.4938390673683,7.0,0.0,1.0,1.0,0.0
20.11017302031875,1.0,0.0,1.0,0.0,0.0
26.76646384264121,0.0,0.0,1.0,0.0,0.0
38.060013157792525,0.0,0.0,1.0,0.0,0.0
41.28837000556901,4.0,1.0,1.0,1.0,1.0
18.668976204795953,1.0,0.0,1.0,0.0,0.0
79.48287781680473,5.0,1.0,1.0,0.0,1.0
20.142514894284023,1.0,0.0,1.0,0.0,0.0
30.56942134985399,1.0,0.0,1.0,0.0,0.0
17.266425183863895,2.0,0.0,1.0,0.0,0.0
20.54838197443619,1.0,0.0,1.0,0.0,0.0
27.762406598474332,2.0,0.0,1.0,0.0,0.0
45.48967460864278,3.0,0.0,0.0,1.0,1.0
28.383467622512995,0.0,0.0,1.0,0.0,0.0
60.95835669005281,13.0,1.0,1.0,1.0,1.0
24.003345536228366,0.0,0.0,1.0,0.0,0.0
23.163731459822387,1.0,0.0,0.0,0.0,0.0
45.93177750048864,2.0,1.0,0.0,1.0,1.0
24.021122671880082,0.0,0.0,0.0,0.0,0.0
34.47551824122951,3.0,0.0,0.0,0.0,0.0
11.67972731344339,1.0,0.0,1.0,0.0,0.0
16.750433791275746,2.0,0.0,1.0,0.0,0.0
36.94906234078883,5.0,1.0,0.0,0.0,1.0
66.21962597695442,2.0,1.0,1.0,1.0,1.0
90.52814689954994,1.0,1.0,0.0,0.0,0.0
26.104264400760805,1.0,0.0,1.0,0.0,0.0
60.19907894911022,6.0,1.0,0.0,1.0,1.0
44.84372610512231,6.0,1.0,0.0,1.0,0.0
64.38698176021178,7.0,1.0,1.0,1.0,0.0
73.11613367027786,4.0,1.0,0.0,0.0,1.0
23.263780083314558,0.0,0.0,1.0,0.0,0.0
25.14349054539697,1.0,0.0,0.0,0.0,0.0
23.305257704519125,0.0,0.0,1.0,0.0,0.0
23.30814075862606,2.0,0.0,1.0,0.0,0.0
63.509494000593996,5.0,0.0,1.0,1.0,1.0
25.748209872200853,0.0,0.0,1.0,0.0,0.0
14.69959082257356,0.0,0.0,1.0,0.0,0.0
70.44606166174019,6.0,1.0,0.0,1.0,0.0
27.56174884119955,2.0,0.0,1.0,0.0,0.0
21.254845970500952,1.0,0.0,0.0,0.0,0.0
31.902710953864215,0.0,0.0,1.0,0.0,0.0
73.48685225998668,3.0,0.0,0.0,0.0,1.0
19.02795062224009,2.0,0.0,1.0,0.0,0.0
33.245269559499974,5.0,1.0,0.0,0.0,1.0
53.764885995811284,7.0,1.0,0.0,1.0,1.0
52.131141745469726,3.0,1.0,0.0,1.0,1.0
25.230895816200235,1.0,0.0,1.0,0.0,0.0
67.99429062019644,3.0,1.0,0.0,0.0,1.0
97.95925647076322,6.0,1.0,0.0,1.0,1.0
27.998834204034935,0.0,0.0,1.0,0.0,0.0
36.05534571910867,4.0,0.0,1.0,0.0,0.0
38.16845199123376,3.0,0.0,1.0,0.0,0.0
55.96289326142974,3.0,1.0,0.0,1.0,0.0
23.681588771415438,0.0,0.0,1.0,0.0,1.0
25.153191622575843,1.0,0.0,1.0,0.0,0.0
49.04433163200892,6.0,1.0,0.0,0.0,0.0
54.67101737485082,3.0,1.0,0.0,0.0,0.0
22.930542991234333,2.0,0.0,1.0,0.0,0.0
19.726878943331236,2.0,0.0,1.0,0.0,0.0
16.182955820529642,0.0,0.0,0.0,0.0,0.0
65.38662321378949,3.0,0.0,1.0,1.0,1.0
53.10310342972425,6.0,1.0,0.0,0.0,1.0
28.501044254845663,1.0,0.0,1.0,0.0,0.0
31.12383692452667,6.0,1.0,1.0,0.0,0.0
20.980344381534042,1.0,0.0,1.0,0.0,0.0
54.69557294364034,7.0,0.0,0.0,0.0,1.0
22.819021064172578,1.0,0.0,1.0,0.0,0.0
29.188938776604296,0.0,0.0,1.0,0.0,0.0
17.90532942020894,0.0,0.0,1.0,0.0,0.0
25.81153594860717,1.0,0.0,1.0,1.0,0.0
58.50581508083059,7.0,0.0,1.0,1.0,0.0
37.335859450728385,2.0,0.0,1.0,0.0,0.0
29.561558354854633,0.0,0.0,1.0,0.0,0.0
17.669591188801785,1.0,0.0,1.0,0.0,0.0
22.85045257857065,3.0,0.0,1.0,0.0,0.0
27.195146381470277,1.0,0.0,1.0,0.0,0.0
81.58278195316778,4.0,0.0,0.0,1.0,1.0
82.34098187143306,2.0,1.0,0.0,1.0,1.0
57.90895875691703,2.0,1.0,0.0,1.0,0.0
16.276677283203334,2.0,0.0,0.0,0.0,0.0
29.421801525623167,2.0,0.0,1.0,0.0,0.0
17.495672004316795,2.0,0.0,1.0,0.0,0.0
28.14782689826653,1.0,0.0,1.0,0.0,0.0
54.150447990201556,3.0,1.0,1.0,1.0,1.0
25.49007964122973,0.0,0.0,1.0,1.0,1.0
31.139020359940446,1.0,0.0,0.0,0.0,1.0
46.63742162474594,3.0,0.0,0.0,0.0,1.0
24.673726041215186,2.0,0.0,1.0,0.0,0.0
24.467387974958548,0.0,0.0,1.0,0.0,0.0
20.52643639805063,2.0,0.0,1.0,1.0,0.0
29.449496816217664,0.0,0.0,1.0,0.0,0.0
74.54938250137589,7.0,1.0,0.0,0.0,1.0
21.48628230461489,0.0,0.0,0.0,0.0,1.0
61.50444096459909,5.0,0.0,1.0,1.0,1.0
22.258951513137113,1.0,0.0,1.0,0.0,0.0
24.11256230846717,1.0,0.0,1.0,0.0,1.0
33.52117001309096,4.0,0.0,1.0,0.0,0.0
26.801427589391064,0.0,0.0,1.0,0.0,1.0
29.940090526055158,4.0,0.0,1.0,0.0,0.0
27.057331780276453,2.0,0.0,1.0,0.0,0.0
26.187726965116774,2.0,0.0,1.0,0.0,0.0
23.23543656404467,2.0,0.0,1.0,0.0,0.0
22.84409468099109,1.0,0.0,1.0,0.0,0.0
25.67898988648659,1.0,0.0,1.0,1.0,0.0
51.841661280704635,6.0,0.0,1.0,1.0,1.0
34.89758914523084,1.0,0.0,1.0,0.0,0.0
24.525649179478712,1.0,0.0,1.0,0.0,0.0
65.81819185339856,3.0,1.0,0.0,1.0,1.0
37.40556488053552,5.0,1.0,0.0,1.0,1.0
22.138094387474972,2.0,0.0,1.0,0.0,1.0
48.268021122135636,5.0,1.0,0.0,0.0,1.0
20.26688437540209,1.0,0.0,1.0,0.0,1.0
29.834461959704093,0.0,0.0,0.0,0.0,0.0
97.12766078046036,6.0,1.0,1.0,0.0,0.0
32.440204523440926,4.0,1.0,0.0,1.0,1.0
20.217413687186195,1.0,0.0,1.0,0.0,0.0
33.814794834108405,0.0,0.0,1.0,0.0,0.0
30.76203116011865,8.0,1.0,1.0,0.0,1.0
56.38409750095852,6.0,1.0,0.0,0.0,0.0
24.576584876326134,1.0,0.0,1.0,0.0,0.0
28.52569617008517,2.0,0.0,1.0,0.0,0.0
23.39537787843786,1.0,0.0,1.0,0.0,0.0
19.116380057173636,2.0,0.0,1.0,0.0,0.0
53.47233861050531,6.0,1.0,0.0,1.0,1.0
68.93424937148463,3.0,1.0,0.0,1.0,1.0
49.80962743757895,3.0,1.0,0.0,1.0,0.0
53.25480354487287,3.0,0.0,0.0,1.0,0.0
76.91079578900991,5.0,1.0,0.0,1.0,0.0
64.11117633263038,4.0,1.0,0.0,1.0,1.0
105.89580710425832,4.0,0.0,0.0,0.0,0.0
28.835938834191957,2.0,0.0,0.0,0.0,0.0
35.63480903747953,2.0,1.0,0.0,1.0,1.0
39.03999242450577,7.0,1.0,0.0,0.0,0.0
30.974180747003484,1.0,0.0,1.0,0.0,0.0
27.59810465467655,1.0,1.0,1.0,0.0,0.0
24.610336603860734,1.0,0.0,0.0,0.0,0.0
22.30802070910875,3.0,0.0,1.0,0.0,0.0
30.933475634385967,1.0,0.0,1.0,1.0,0.0
25.540985426292515,1.0,0.0,1.0,0.0,0.0
37.00988314729328,1.0,1.0,0.0,0.0,1.0
62.87907102255511,1.0,1.0,0.0,0.0,1.0
57.03697291274315,0.0,1.0,0.0,0.0,1.0
19.005368230294486,1.0,0.0,1.0,0.0,0.0
56.1130562300808,2.0,1.0,0.0,1.0,0.0
20.419739008371415,1.0,0.0,1.0,0.0,0.0
34.35451397723611,1.0,0.0,1.0,0.0,0.0
19.070936134386482,0.0,0.0,1.0,0.0,0.0
16.645004202059994,0.0,0.0,1.0,1.0,1.0
52.212852192479346,8.0,0.0,0.0,0.0,1.0
28.733935658746365,1.0,0.0,0.0,0.0,0.0
30.84130417113077,0.0,0.0,1.0,0.0,0.0
24.326761680466706,2.0,0.0,1.0,0.0,0.0
25.44752980413033,1.0,0.0,1.0,0.0,0.0
18.73354858634111,2.0,0.0,1.0,0.0,0.0
22.731588525359033,2.0,0.0,1.0,0.0,0.0
57.72376457776153,6.0,1.0,0.0,1.0,1.0
24.11952592084141,1.0,0.0,1.0,0.0,1.0
31.302206793576993,0.0,0.0,1.0,0.0,0.0
58.39785579324836,1.0,1.0,0.0,1.0,0.0
27.364774262611267,0.0,0.0,1.0,0.0,0.0
67.27531528588122,3.0,0.0,0.0,1.0,1.0
85.19656396217141,2.0,0.0,1.0,1.0,0.0
72.85664051604248,6.0,1.0,0.0,0.0,1.0
